RUNNER,NAME,TYPE,DATE,DISTANCE,CATEGORY
6794,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M35-39
6794,Goodlife Toronto Marathon, Half Marathon, and 5k,marathon,2013-05-05,42.195,M35-39
6794,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M35-39
6794,Oka Road Race,half marathon,2012-11-04,21.0975,M30-39
6794,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
6794,Demi Marathon de Sherbrooke,half marathon,2012-06-30,21.0975,M30-39
6794,Ottawa Race Weekend,marathon,2012-05-27,42.195,M35-39
8269,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M55-59
8269,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,M55-59
8269,Classique Du Parc La Fontaine,5km,2013-10-06,5.0,M50-59
8269,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M55-59
1745,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M50-54
4683,Course populaire du parc Angrignon,10km,2013-09-29,10.0,F35-39
4683,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F35-39
4683,Demi Marathon de Sherbrooke,half marathon,2013-06-29,21.0975,F30-39
4683,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,F35-39
1678,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F18-24
1678,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,F20-24
1678,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F18-24
7393,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M55-59
4703,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F35-39
4817,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M50-54
2863,Classique Du Parc La Fontaine,5km,2014-10-19,5.0,M40-49
2863,Marathon Oasis Rock ‘n’ Roll de Montréal,5km sports experts,2014-09-28,5.0,M40-44
2863,Tamarack Ottawa Race Weekend,lowertown brewery ottawa 10km,2014-05-24,-1,M40-44
2863,Tamarack Ottawa Race Weekend,ottawa 2km,2014-05-24,-1,M40-44
2863,Demi Marathon Hypothermique,half marathon,2014-02-16,21.0975,M40-49
2863,Classique Du Parc La Fontaine,5km,2013-10-06,5.0,M40-49
2863,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
2863,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M40-44
2863,Demi Marathon Hypothermique,half marathon,2013-02-17,21.0975,M40-49
2863,Classique Du Parc La Fontaine,5km,2012-10-14,5.0,M40-49
2863,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,M40-49
2863,Ottawa Race Weekend,marathon,2012-05-27,42.195,M40-44
2863,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,M40-44
794,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F30-34
794,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,F30-34
794,Course et marche populaires de LaSalle,10km,2013-03-24,10.0,F30-39
794,Défi Hivernal Ile Bizard,5km,2013-02-17,5.0,F30-39
794,Classique Du Parc La Fontaine,5km,2012-10-14,5.0,F30-39
794,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F30-34
794,Demi Marathon Hypothermique,half marathon,2012-02-18,21.0975,F30-39
4106,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M55-59
4106,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M55-59
4106,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M55-59
4106,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M55-59
4106,Demi-Marathon Granby,half marathon,2012-09-09,21.0975,M50-59
1781,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
5517,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M45-49
5517,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
5559,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M55-59
5559,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M50-54
1423,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M45-49
6282,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F18-24
2030,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
2030,Tour du Lac Brome,20km route,2014-06-15,20.0,M40-49
4093,Triathlon Trimemphre de Magog,triathlon olympic,2014-07-20,-1,M20-24
4093,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M18-24
6628,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M55-59
2713,Vert le Raid - Le Sentier Urbain,10km,2014-05-18,10.0,M30-39
2713,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M30-34
2713,Demi-Marathon Granby,half marathon,2012-09-09,21.0975,M20-29
2713,Le Defi Beauceron,10km,2012-06-23,10.0,M20-29
2713,Run to end MS Half-Marathon, 5km and 10km,10km,2012-04-28,10.0,M20-29
2713,Défi Hivernal Ile Bizard,10km,2012-02-19,10.0,M20-29
7592,Defi Memphre,5km,2013-05-25,5.0,F30-39
2910,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M45-49
2910,La Valse des coureurs,10km,2014-08-24,10.0,M40-49
2910,Demi Marathon de Sherbrooke,half marathon,2014-06-28,21.0975,M40-49
2910,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M45-49
2910,Défi Hivernal Ile Bizard,10km,2014-02-16,10.0,M40-49
2910,La Grande Vadrouille,10km,2013-09-15,10.0,M40-49
2910,La Valse des coureurs,10km,2013-08-25,10.0,M40-49
2910,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M45-49
1130,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M25-29
1130,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M25-29
1130,Goodlife Fitness Toronto Marathon,marathon,2014-05-04,42.195,M25-29
1130,Around the Bay Road Races,30km,2014-03-30,30.0,M25-29
5479,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F35-39
5479,Le Tour de la Pointe,10km,2014-05-18,10.0,F30-39
5479,Le Tour de la Pointe,10km,2012-05-20,10.0,F30-39
4879,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F18-24
6582,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
2280,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
2280,Demi-marathon Bonneville de Lachine,half marathon,2014-08-24,21.0975,M30-39
1167,Ironman 70.3 Muskoka,individual results,2014-09-07,-1,M30-34
1167,Ironman Mont-Tremblant 70.3,overall,2014-06-22,-1,M30-34
1167,Triathlon d'hiver ITU,groupes d'ages,2014-03-08,-1,M30-39
1167,Gatineau Loppet,27km style libre/ freestyle,2014-02-16,27.0,M30-34
1167,Defi Hivernal Bizz-Or,triathlon d'hiver,2014-02-09,-1,M20-39
1167,Triathlon d'hiver Saint-Donat,triathlon format itu,2014-02-01,-1,M-SEN
1167,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
1167,Triathlon Esprit de Montreal,duathlon olympic,2013-09-07,-1,M30-34
1167,Triathlon de Valleyfield,triathlon sprint,2013-08-25,-1,M30-34
1167,Triathlon Trimemphre de Magog,triathlon half ironman,2013-08-11,-1,M30-34
1167,Triathlon Verdun,triathlon sprint,2013-07-21,-1,M30-34
1167,Challenge O2 Merrell,challenge o2,2013-07-14,-1,M30-34
1167,Triathlon - Duathlon Trois-Rivieres,triathlon sprint,2013-06-22,-1,M30-34
1167,Triathlon / Duathlon Mont-Tremblant,duathlon olympic,2013-06-08,-1,M30-39
1167,Triathlon de Joliette,coupe du quebec triathlon sprint riviere,2013-06-02,-1,M30-34
1167,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M30-34
1167,Course et marche populaires de LaSalle,10km,2013-03-24,10.0,M30-39
1167,Ironman Mont-Tremblant,overall,2012-08-19,-1,M30-34
1167,Triathlon Trimemphre de Magog,triathlon longue distance,2012-07-22,-1,M30-34
1167,Triathlon / Duathlon Mont-Tremblant,triathlon olympic,2012-06-09,-1,M30-34
1167,Course du Fort de Chambly,10km,2012-05-06,10.0,M30-39
1167,Course et marche populaires de LaSalle,10km,2012-03-25,10.0,M30-39
924,Classique Du Parc La Fontaine,10km,2014-10-19,10.0,M50-59
924,The North Face Ultra-Trail Harricana du Canada,65km   valeurs mobilières desjardins,2014-09-13,65.0,M50-59
924,Classique Du Parc La Fontaine,10km,2013-10-06,10.0,M50-59
924,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M50-54
8411,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M35-39
8411,Ottawa Race Weekend,ottawa 10km,2013-05-25,-1,M35-39
8215,Scotiabank Toronto Waterfront Marathon,marathon,2014-10-19,42.195,F30-34
8215,Triathlon Verdun,triathlon sprint,2014-08-10,-1,F30-34
8215,Defi Triathlon Optimiste de Lachine,triathlon 16+,2014-06-15,-1,F16+
8215,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,F25-29
8215,Demi Marathon de Sherbrooke,half marathon,2013-06-29,21.0975,F20-29
8215,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,F25-29
8215,Oka Road Race,half marathon,2012-11-04,21.0975,F20-29
8215,Classique Du Parc La Fontaine,10km,2012-10-14,10.0,F20-29
8215,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F25-29
8215,Tour du Lac Brome,20km route,2012-06-17,20.0,F20-29
8215,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,F25-29
2874,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M55-59
854,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
854,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M30-34
854,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M30-34
1544,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,F35-39
1544,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,F35-39
6283,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F40-44
7123,Cross-Country Saint-Laurent Select,5km,2014-10-04,5.0,M40-49
7123,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M40-44
7123,Défi Hivernal Ile Bizard,10km,2014-02-16,10.0,M40-49
7123,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
7123,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M40-44
7123,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M40-44
7123,Défi Hivernal Ile Bizard,10km,2013-02-17,10.0,M40-49
7123,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
7123,Marathon des Deux Rives Lévis-Québec,marathon,2012-08-26,42.195,M40-49
7123,Ottawa Race Weekend,marathon,2012-05-27,42.195,M40-44
7123,Demi Marathon Hypothermique,half marathon,2012-02-18,21.0975,M40-49
367,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
367,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,M30-34
1991,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
5064,Knee Knackering North Shore Trail Run,30 miles,2013-07-13,-1,F39-
5064,Scotiabank Vancouver Half Marathon,half marathon,2013-06-23,21.0975,F35-39
5064,Scotiabank Vancouver Half Marathon & 5k,half marathon,2012-06-24,21.0975,F35-39
7164,Demi-marathon Bonneville de Lachine,half marathon,2014-08-24,21.0975,M50-59
7164,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M50-54
7164,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M50-54
7164,Demi Marathon de Sherbrooke,half marathon,2013-06-29,21.0975,M50-59
7164,Des Chenes Toi,5km  physio sante,2013-05-19,5.0,M18+
7164,Des Chenes Toi,10km  bourret,2013-05-19,10.0,M18+
7164,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M50-54
706,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
4529,Course Saint-Laurent,5km,2014-04-13,5.0,M50-59
6171,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
3606,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F45-49
761,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M35-39
761,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
4097,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
3524,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
8655,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M45-49
1797,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
1797,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23.5km the north face,2014-08-02,23.5,M30-49
1797,Course MEC Quebec #3,5km,2014-06-08,5.0,M40-49
1797,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23km,2013-08-03,23.0,M40-49
214,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F25-29
214,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,F20-24
214,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F18-24
8160,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F35-39
8160,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,F35-39
3321,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
3321,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M40-44
4605,Scotiabank Blue Nose Marathon,scotiabankm marathon,2014-05-18,-1,M50-59
4605,Beauce Run,half marathon,2013-10-05,21.0975,M50-59
4605,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M50-54
4605,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M50-54
4605,Marathon des Deux Rives Lévis-Québec,marathon,2012-08-26,42.195,M50-59
4985,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M25-29
4985,Defi Velo Mag,105km,2012-09-22,105.0,M20-29
4985,Triathlon Esprit de Montreal,triathlon sprint,2012-09-08,-1,M25-29
4985,Triathlon Trimemphre de Magog,triathlon sprint,2012-07-22,-1,M25-29
5865,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F55-59
4330,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
2254,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
7236,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
4039,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,F40-44
4039,Demi Marathon de Sherbrooke,half marathon,2014-06-28,21.0975,F40-49
4039,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F40-44
4039,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F40-44
1058,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
142,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F35-39
142,Defi Physio Extra de Terrebonne,5km,2014-05-31,5.0,F30-39
142,Defi des escaliers,13km,2013-06-16,13.0,F30-39
1585,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
1585,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M35-39
6554,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,M30-39
6554,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
6554,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,M30-39
3264,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
3264,Army Run - Course de l'Armée,5km,2014-09-21,5.0,M30-34
3264,Army Run - Course de l'armee,5km    course de 5km,2013-09-22,5.0,M30-34
3264,Army Run / Course de l Armee,5km,2012-09-23,5.0,M30-39
1887,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M50-54
1887,Ironman Mont-Tremblant 70.3,overall,2014-06-22,-1,M50-54
6944,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,F25-29
6944,Around the Bay Road Races,30km,2014-03-30,30.0,F25-29
6944,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F25-29
6944,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,F25-29
6944,Around the Bay Road Races,30km,2013-03-24,30.0,F25-29
233,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
233,Around the Bay Road Races,30km,2012-03-25,30.0,M35-39
3215,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M50-54
3215,Classique Du Parc La Fontaine,10km,2012-10-14,10.0,M40-49
3215,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M45-49
7082,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F40-44
1076,Manitoba Marathon,half marathon,2014-06-15,21.0975,NO AGE
1076,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F70+
192,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
192,La Grande Viree des Sentiers St-Bruno,5km,2014-06-08,5.0,M40-49
3627,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M18-24
3627,Granfondo Garneau-Cascades,110km,2012-08-12,110.0,M30-
7833,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F45-49
7833,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F40-44
6495,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M45-49
6495,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M45-49
6495,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
6495,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M45-49
6495,Défi Hivernal Ile Bizard,10km,2013-02-17,10.0,M40-49
6495,Ottawa Race Weekend,half marathon,2012-05-27,21.0975,M40-44
5985,Classique Du Parc La Fontaine,10km,2014-10-19,10.0,M50-59
5985,Ottawa Race Weekend,10km,2012-05-26,10.0,M55-59
7422,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M25-29
3058,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F30-34
8005,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M50-54
8005,Coupe Dix30,30km,2014-09-07,30.0,M50-59
8005,Course et marche populaires de LaSalle,5km,2014-03-30,5.0,M50-59
8005,La Grande Vadrouille,10km,2013-09-15,10.0,M50-59
8005,Défi course et marche Desjardins Sainte Thérèse,5km,2013-05-05,5.0,M50-59
8005,Course et marche populaires de LaSalle,5km,2013-03-24,5.0,M50-59
8005,Défi course et marche Desjardins Sainte Thérèse,5km,2012-05-06,5.0,M50-59
3584,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F55-59
7519,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
952,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M45-49
3682,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
2243,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M50-54
2243,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M50-54
2243,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,M50-54
2243,Ottawa Fall Colours Marathon Events,marathon,2012-10-07,42.195,M50-54
8430,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
8430,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M40-44
8430,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M40-44
8430,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M40-44
8430,Ironman Mont-Tremblant,overall,2012-08-19,-1,M40-44
8430,Ironman Mont-Tremblant 70.3,half ironman,2012-06-24,21.1,M40-44
8430,Ottawa Race Weekend,marathon,2012-05-27,42.195,M40-44
1834,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M45-49
1834,Tour du Lac Brome,20km route,2012-06-17,20.0,M40-49
1834,Course du Fort de Chambly,10km,2012-05-06,10.0,M40-49
4561,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
563,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
3651,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F40-44
3651,Descente Royale,10km oasis,2014-06-01,10.0,F40-49
3651,Trail du coureur des bois de Duchesnay,petit trail oasis   8km,2014-05-19,-1,F40-49
3651,Demi Marathon International Oasis de Levis,half marathon,2014-05-04,21.0975,F40-49
3651,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,F40-49
3651,Defi des escaliers,13km,2013-06-16,13.0,F40-49
3651,Course de la Bataille des Plaines,10km,2013-06-02,10.0,F40-49
3651,Demi Marathon International Oasis de Levis,10km,2013-05-05,10.0,F40-49
3651,Marathon des Deux Rives Lévis-Québec,10km,2012-08-26,10.0,F30-39
7006,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F40-44
3601,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M45-49
3601,Coupe Dix30 2012,10km,2012-08-19,10.0,M40-49
3601,Coupe Dix30 2012,5km,2012-05-20,5.0,M40-49
6930,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
6930,Defi Gerard Cote de St-Hyacinthe,10km,2014-05-11,10.0,M35-39
6930,Le Pentathlon de Victoriaville,pentathlon volet individuel   courte distance,2013-09-07,-1,M30-39
6930,Defi populaire course/duathlon/triathlon la Vallee du Richelieu,triathlon sprint,2013-09-02,-1,M35-39
6930,Marathon des Deux Rives Lévis-Québec,10km,2013-08-25,10.0,M30-39
6930,Triathlon Promutuel du Fjord,triathlon sprint,2013-08-10,-1,M35-39
6930,Triathlon Verdun,triathlon sprint,2013-07-21,-1,M35-39
6930,Triathlon - Duathlon Trois-Rivieres,triathlon sprint,2013-06-22,-1,M35-39
6930,Triathlon FBL Drummondville,triathlon sprint,2013-06-15,-1,M35-39
2016,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F30-34
6452,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M18-24
6614,Marathon des Deux Rives Lévis-Québec,10km,2013-08-25,10.0,M50-59
1898,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F30-34
1898,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F25-29
1181,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
2631,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
3461,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
3461,Triathlon Esprit de Montreal,duathlon olympic,2014-09-06,-1,M35-39
3461,Triathlon Saint Lambert,triathlon sprint,2014-07-06,-1,M35-39
3461,Duathlon Sorel-Tracy,duathlon   competitif,2014-05-18,-1,M30-39
3461,Demi Marathon Hypothermique,half marathon,2014-02-16,21.0975,M30-39
3461,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
3461,Demi-Marathon du Mont-Tremblant,21km,2013-08-11,21.0,M30-39
3461,Tour du Lac Brome,22.2km chemin de campagne,2013-06-15,22.2,M30-39
3461,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M35-39
3461,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M35-39
3461,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
3461,Tour du Lac Brome,22,2km chemin de campagne,2012-06-16,-1,M30-39
6231,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
6231,Demi Marathon de Sherbrooke,half marathon,2013-06-29,21.0975,M30-39
